"Article","Abstract"
"June 04, 2008","I start with the premise that the war on Iraq was undoubtedly about oil. The prize was Iraq's spectacular oil wealth estimated at 330 billion barrels of proven, semi-proven and probable oil reserves. At current oil price of $130/barrel, the value of these reserves is estimated at $42.9 trillion, more than three times the United States' gross domestic product (GDP). Even Alan Greenspan, the former chairman of the US Federal Reserve Bank for seventeen years, says the Iraq war is largely about oil."
"June 02, 2008","This study uses the findings of a correspondence testing in order to assess the potential discrimination at job access level against young people of ethnic origin from the underprivileged suburbs of the Paris area (Ile-de-France). We measure simultaneously the effects of place of residence (privileged or underprivileged city), of nationality (French or Moroccan), and of sound of surname and of forename on the chances of obtaining a job interview when answering a job ad. We base our assessment on a controlled experiment conducted on the profession of accountant. We constructed 16 jobseeker profiles and sent 1097 resumes in reply to 139 job vacancies advertised at the end of 2006. We find evidence of a significant discrimination."
"June 02, 2008","In this article, attention will first be paid briefly to surveillance technology as such. An attempt will be made to sketch out the extent and the limitations of the techniques. A question then addressed is why the use of this technology is growing. Given the increasing interest in surveillance technology, an examination is made of the permissibility of the use of this technology taking certain constitutional and legal rights into account. What is the role of supervisory technology within the context of wider social developments? The article reaches the conclusion that with the increasing significance of surveillance technology and the increasing use of it the importance of ""monitoring the surveillors"" will increase as well."
"May 30, 2008","This article explores the exact nature of a state's due diligence obligation since the 11 September 2001 terrorist attacks.  It addresses aspects of a state's due diligence obligation in reasonably protecting the international rights of states and of non-state actors generally and examines the interplay of this legal obligation with international non-state terror organisations.  The exact nature of the due diligence obligation that has emerged since 11 September demands ongoing and substantial counter-terrorism efforts by states, and this need seems to be recognised by state practice.  This article poses some questions and makes some observations regarding, among other issues, the implications of an international non-state terrorist organisation's attack abroad when the state on whose territory the organisation operates in unable, while acting with due diligence, to control the organisation."
"May 30, 2008","The Cold War was basically a period a neo-imperialism and neo-colonialism pursued on the pretext of threat perception by both the superpowers. The function of the Third World is to provide services for the rich, offering cheap labour, resources, markets, opportunities for investment, as Noam Chomsky said. Whenever a developing or an underdeveloped country of Asia, Africa or Latin America denies it to the West, conflict ensues. The Cold War epoch and the present global scenario only endorse this view."
"May 30, 2008","Short of the actual use of force, economic sanctions are among the U.S. government's most powerful tools in the war on terrorism. They seek to deprive terrorist organizations of the financial wherewithal to support and conduct operations such as the September 11 attacks on Washington and New York. Well before those events, however, the U.S. government had targeted Osama bin Laden and his Al-Qaeda organization with financial sanctions as part of three separate anti-terrorist programs established since the mid-1990s. The obvious question, then, is if these financial controls have been in place since as far back as 1996, why have they, not worked better at preventing terrorism? Moreover, how can we have any confidence that new sanctions will accomplish what the old controls evidently failed to achieve? This paper attempts to identify some of the issues these questions pose, and how those issues might be ameliorated or resolved."
"May 29, 2008","The recent announcement that the Russian state-owned gas monopoly Gazprom and two German energy companies intend to construct a new undersea Baltic pipeline that will bypass Poland has raised a fierce political storm in that country. In this paper, we aim to shed further light onto the forces that govern the proposed pipeline's interaction with Poland's energy, economic and geopolitical landscapes, by examining some of the public discourses and state policies that have been associated with the country's reaction to it. One of the our key findings is that the new gas link - recently named Nord Stream - is creating interlocking webs of socio-spatial paradoxes and contradictions that reverberate across the entire Baltic space. Thus, they simultaneously bind together and tear apart the territorial and political fabric of the region."
"May 27, 2008","The city of Amsterdam set up a project to develop and implement an administrative approach to combat organized crime the Van Traa-project. This project is internationally recognized as a successful example of such an approach. Elaborating on an evaluation study this article critically analyses the policy theory and the effects of this project. Many positive results can be observed, but it remains unclear to what extent these results have an impact on organized crime. Although some indications of a plausible impact of the measures taken in the Van Traa-project on organized crime were found, this article also refers to some indications of counterproductive effects."
"May 27, 2008","The author critically examines the challenges of the terrorist attacks on September 11, 2001 to Canadian law, courts, sovereignty, and democracy. He compares these challenges to Canada's acceptance of nuclear arms in the wake of the Cuban Missile Crisis of 1962, an event that caused George Grant in his Lament for a Nation to declare Canadian sovereignty and a distinctive Canadian democracy to be dead. The Anti-terrorism Act is examined in comparison to other expansions of the criminal law in response to tragic crimes, as well as against the increased emphasis in Canada and the United States on crime as a political issue. The author differentiates between respecting non-discrimination as a value in the criminal law and accepting victims' rights as a reason for limiting the rights of the accused. He also examines the dangers of relying on the criminal law to prevent terrorism and evaluates alternative administrative measures, including some contemplated in the proposed Public Safety Act."
"May 25, 2008","In the wake of Fiji's coup d'état of 2000, which unleashed an unprecedented level of violence and destruction to the country, the people of Fiji demanded a process of national reconciliation to heal the wounds of the past and build a more peaceful future. Fiji's troubled path to reconciliation has been marked by its failure to address issues of justice that lie at the heart of reconciliation: bringing to account perpetrators of violence; providing just reparation for victims; ensuring fair and equitable social and economic participation; and creating an opportunity for the country's communities to learn from its recent history of violence."
"May 25, 2008","The type of problem confronting human rights today is not Kosovo but Rwanda. Put differently, the problem is not the legitimacy of humanitarian intervention, but the overwhelming prevalence of inhumanitarian non-intervention. Empowering the United Nations, in this context, requires mobilizing the political will of member states as much as it does the creation of new legal rules. In this context, the rhetorical shift adopted by the International Commission on Intervention and State Sovereignty - from a right of intervention to the responsibility to protect - may mark the strongest advance in this contested area of international relations. Nevertheless, as recent years have demonstrated, enthusiasm about intervention can be - to say the least - a mixed blessing."
"May 23, 2008","We investigate how nondemocratic regimes use the military and how this can lead to the emergence of military dictatorships. Nondemocratic regimes need the use of force in order to remain in power, but this creates a political moral hazard problem' a strong military may not simply work as an agent of the elite but may turn against them in order to create a regime more in line with their own objectives. The political moral hazard problem increases the cost of using repression in nondemocratic regimes and in particular, necessitates high wages and policy concessions to the military. When these concessions are not sufficient, the military can take action against a nondemocratic regime in order to create its own dictatorship. A more important consequence of the presence of a strong military is that once transition to democracy takes place, the military poses a coup threat against the nascent democratic regime until it is reformed. The anticipation that the military will be reformed in the future acts as an additional motivation for the military to undertake coups against democratic governments. We show that greater inequality makes the use of the military in nondemocratic regimes more likely and also makes it more difficult for democracies to prevent military coups. In addition, greater inequality also makes it more likely that nondemocratic regimes are unable to solve the political moral hazard problem and thus creates another channel for the emergence of military dictatorships. We also show that greater natural resource rents make military coups against democracies more likely, but have ambiguous effects on the political equilibrium in nondemocracies (because with abundant natural resources, repression becomes more valuable to the elite, but also more expensive to maintain because of the more severe political moral hazard problem that natural resources induce). Finally, we discuss how the national defense role of the military interacts with its involvement in domestic politics."
"May 23, 2008","Over 185 international law and environmental law academics and lawyers, from over 40 countries, joined together to challenge the legality of the decision by the French Government to resume nuclear testing at Mururoa atoll in French Polynesia in 1995.  The academics and lawyers joined in a letter and legal memorandum that outline international environmental obligations requiring to an effective environmental impact assessment that will be violated if the testing resumes as currently planned.  A copy of the letter is reproduced below."
"May 23, 2008","Over 185 international law and environmental law academics and lawyers, from over 40 countries, joined together to challenge the legality of the decision by the French Government to resume nuclear testing at Mururoa atoll in French Polynesia in 1995.  The academics and lawyers joined in a letter and legal memorandum that outline international environmental obligations requiring to an effective environmental impact assessment that will be violated if the testing resumes as currently planned.  A copy of the letter is reproduced below."
"May 21, 2008","Covert organizations are constantly faced with a tradeoff between secrecy and operational effciency. Lindelauf, Borm and Hamers (2008) developed a theoretical framework to determine optimal homogeneous networks taking the above mentioned considerations explicitly into account. In this paper this framework is put to the test by applying it to the 2002 Jemaah Islamiyah Bali bombing. It is found that most aspects of this covert network can be explained by the theoretical framework. Some interactions however provide a higher risk to the network than others. The theoretical framework on covert networks is extended to accommodate for such heterogeneous interactions. Given a network structure the optimal location of one risky interaction is established. It is shown that the pair of individuals in the organization that should conduct the interaction that presents the highest risk to the organization, is the pair that is the least connected to the remainder of the network. Furthermore, optimal networks given a single risky interaction are approximated and compared. When choosing among a path, star and ring graph it is found that for low order graphs the path graph is best. When increasing the order of graphs under consideration a transition occurs such that the star graph becomes best. It is found that the higher the risk a single interaction presents to the covert network the later this transition from path to star graph occurs."
"May 21, 2008","This paper is a quantitative study looking at the relationship between the influence of women at the state, versus societal, level in reframing foreign policy, specifically in making decisions regarding involvement in conflict and development aid. The role of women in international affairs is a subject increasingly under scrutiny, due to its potential impact on changing the behavior of states. Women have long been thought to be ""more peaceful"" than men; as they become increasingly active participants in politics, is this pacifism being expressed through moderation of foreign policy tactics? A large-N quantitative study measuring how the proportion of women in legislative seats, literacy and labor participation in relation to a state's involvement in violent conflict as well as government budgeting for military and development aid finds there is an increasingly strong relationship between women's participation and policy outcomes."
"May 19, 2008","Mahmood Mamdani (1996, 1999) has attracted much attention with his historicising model of the trajectory of African politics. The most fertile innovation in Mamdani's work is to speak of the typical African state as 'bifurcated'. He generalises South Africa's apartheid system to the whole of Africa. On one side is a 'civilised' urban settler society that grew out of a history of direct rule and now practises a form of democracy. On the other side is a rural 'native' society that has been thoroughly ethnicised by a history of authoritarian indirect rule."
"May 19, 2008","We now know enough about the major episodes of ethnic violence around the end of the New Order to bring some intellectual rigour to the task of understanding them. Earlier essentialist (primordialist) views on the ethnic driving force have in the international literature given way to more constructivist (instrumentalist) views. But an important dividing line remains between those who see a fundamental rationality in episodes of ethnic violence (politics by other means) and those who do not. The former include structuralists, who highlight the material interests of whole groups, and rational choice theorists, who emphasise the deliberate choices of individuals, often elites. The latter group are mainly psychologists (including social psychology and collective behaviourism)."
"May 19, 2008","The post-conflict state - a state in the process of transition from violent conflict towards peace - is a particularly suitable legal guinea-pig to assess the challenges posed to traditional international law. In many respects, the post-conflict state offers an extrapolated microcosm of more general trends in international law: receding sovereignty, proliferation of actors and institutions, and increased emphasis on the rule of law and human rights as core ethical values of the system of international law."
"May 16, 2008","Cities have always experienced a degree of violence that radically differs from that of rural areas. While cities become more populated and social problems become more complex, the population faces increasing levels of violence. For example, in the last five years, there were over 20,000 gang-related murders in Guatemala. In Brazil alone, more than 100 people are killed by guns every day. This paper examines the legal regimes that regulate these new urban realities. It argues that international humanitarian law might not be the appropriate regime to provide protection as it tends to legitimize violence. However, can domestic law enforcement regimes and human rights adequately prevent the suffering of innocent victims and the recruitment of children into organized gangs? The paper suggests that the Inter-American System of Human Rights might provide some answers."
"May 15, 2008","The article examines the legal status of peace agreements, and whether and when they are framed as treaties, international agreements, domestic constitutions or legislation, or political pacts.  The article explore the relationship between a peace agreement's legalization and compliance with the peace agreement.  Conventional understandings of how legalization affects compliance are argued not to apply.  The article makes a case for understanding peace agreements as exhibiting a distinct 'law of the peacemaker' or lex pacificatoria, which operates as a transnational form of law similar to the lex mercatoria."
"May 12, 2008","The study of popular contention in rural China has become a veritable growth industry.  Some stock-taking is in order.  What do we know about the aims, means, and impact of collective action in the Chinese countryside? How widespread is it? Who is targeted? What forms does rural popular action take?  Who leads it and how organized it?  Why is it occurring?  What, more broadly, can the study of rural discontent and its consequence scontribut to the understanding of state-society relations in China?"
"May 09, 2008","In this qualitative study, through interviews with 31 Taoists and proponents of Aikido, the researcher uncovers the relevance and applications of Lao Tzu's Tao De Ching in business negotiations. This paper's intention is to look at Tao De Ching, understand its key tenets, and interestingly relate how the esoteric Tao De Ching can still be relevant and practical. Indeed, this 2,500 years-old Chinese wisdom can and should be aptly applied in modern negotiations."
"May 06, 2008","This research note provides a general introduction to REsCape: an agent-based computational framework for studying the relationship between natural resources, ethnicity, and civil war. By permitting the user to specify: (i) different resource profiles ranging from a purely agrarian economy to one based on the artisanal or industrial extraction of alluvial or kimberlite diamonds; (ii) different patterns of ethnic domination, ethnic polarization, and varying degrees of ethnic salience; as well as (iii) specific modes of play for key agents, the framework can be used to assess the effects of key variables whether taken in isolation or in various combinations on the onset and duration of civil war. Our objective is to make REsCape available as an open source toolkit in the future, one that can be used, modified, and refined by students and scholars of civil war."
"May 05, 2008","The assassination of Shamil Basayev in July 2006 marked the watershed of success for Russia's counter-terrorism efforts in the North Caucasus. Despite the important political and military gains for Russia, the turmoil in Chechnya is far from over. This article analyzes the dynamics of Russia's policy in Chechnya both prior to and during the first year of Ramzan Kadyrov's presidency."
"May 05, 2008","In his book, ""War by Other Means"", John Yoo, a former high-ranking official in the U.S. Department of Justice's Office of Legal Counsel under President George W. Bush, attempts to advance legal justifications for many of the Administration's most controversial programs in the war on terror, including coercive interrogations, the National Security Agency's wiretapping programs, military commissions, and The USA PATRIOT Act. Yoo, perhaps best known as the author of several of the so-called ""torture memos"" that the Administration used as the legal underpinning for its harsh questioning of detainees, argues that the president's constitutional role as commander in chief in a time of war allows almost any imaginable exercise of power by the executive that might be linked, however tenuously, to national security. In this essay, I assert that Yoo cannot be correct. His expansive reading of the wartime power of the executive makes the other branches of government, and even the Constitution itself, into an afterthought for any purpose the president may unilaterally ordain. While our system of government clearly gives the president considerable power to wage war and tend to foreign affairs, Yoo's vision takes us beyond protecting and defending the Constitution, to destroying it."
"May 05, 2008","This report presents the four main themes that emerged from a seminar organized by the International Peace Academy (now the International Peace Institute) and the Geneva Centre for Security Policy in Geneva on 29/30 November 2007. First, it addresses the question of the conceptual relationship between organised crime and peace operations, outlining a framework for functional analysis focusing on the complex environments in which international interventions take place and the functions that organised crime and peace operations play in those environments. Second, it looks at the causal relationship between peace operations and organised crime. Third, it turns to the strategic conclusions flowing from this analysis, investigating a number of trade-offs involved when peace operations confront organised crime. Last, it presents some of the most salient operational considerations and lessons learnt from the Seminar and the discussion papers prepared for it."
"May 05, 2008","In Hamdan v. Rumsfeld, the Supreme Court carried forward the international legal debate over the nature and regulation of armed conflicts between state and non-state actors that go beyond the territory of the state.  According to the prevailing interpretation of the Hamdan decision held by both scholars and the current Administration, the Court identified such conflicts as armed conflicts not of an international character, which are governed by Common Article 3 of the Geneva Conventions.  One of the implications of this interpretation is that al Qaeda detainees are entitled only to the minimal protections enshrined in Common Article 3.  This Article challenges this interpretation by arguing that the Court deliberately avoided determining both the nature of the conflict in which the petitioner was captured and the nature of the applicable legal regime.  While the Court indeed applied Common Article 3 to this conflict, it regarded Common Article 3 as a minimum rather than necessarily as an exhaustive legal regime.  The boundaries that the Court marked for future debate are therefore much wider than understood by many thus far.  The Article ends with a call to the Administration to revisit its interpretation of the decision and consider whether al Qaeda detainees are legally entitled to further protections beyond those afforded in Common Article 3."
"May 05, 2008","In the twenty-first century, the Middle East remains vital for the realization of Russia's interests in the southern part of its post-Soviet territories. This article discusses Iran and Hezbollah in the context of Russia's tactical and strategic considerations and foreign policy interests in the Middle East."
"May 01, 2008","This article discusses the relationship between international assistance and in particular official development assistance (ODA) and sustainable development.  The article then reviews why the United States ought to provide international assistance for sustainable development.  Then it examines the level of U.S. ODA, prior to the 1992 United Nations Conference on Environment and Development (UNCED) in Rio de Janiero and post-Rio, and compares U.S. actions with those of other nations.  The article concludes with the recommendations for the United States and for the World Summit on Sustainable Development in Johannesburg."
"April 30, 2008","Although property rights are the cornerstone of capitalist economics, throughout history existing claims have been frequently overturned and redefined by revolution. A fundamental question for economists is what makes revolutions more likely to occur. A large literature has found contradictory evidence for the effect of income and income inequality on revolt, possibly owing to omitted variable bias.  The primary innovation of the paper is to tackle this problem by introducting a new panel data set derived from surveys of revolutionary support across one-quarter of a million randomly sampled individuals. This allows one to control for unobserved fixed effects. The regressions are based on a choice-theoretic model of revolt. After controlling for personal characteristics, country and year fixed effects, more people are found to favour revolt when inequality is high and their net incomes are low. A policy that decreases inequality equivalent to a shift from the US to Luxemburg is predicted to decrease support for revolt by 7.7 percentage points. A decrease of net income of $US 3,510 (in 1985 constant dollars) increases revolutionary support by the same amount. The results indicate that 'going for growth', or implementing policies that reduce inequality, can buy nations out of revolt."
"April 30, 2008","West Kalimantan (West Borneo) has a history of violent communal conflict.  It also has extensive forests that have been looted for decades. The argument will be that these two are linked, but not by the grievances of the forest dwellers. Except in its first few days, the two main episodes of 1997 and 1999 were not driven mainly by grievances among marginal groups. Rather, explanations based on the 'resource curse' carry more weight. These focus attention on the contested nature of the state, rather than on rebellious activities of marginal groups. When state institutions were thrown into disarray by the sudden resignation of President Suharto in 1998, Dayak militants already close to state power rewrote the rules of local politics by demonstratively 'cleansing' certain areas of an unpopular immigrant minority. This theatrical maneouvre impressed political rivals sufficiently to allow Dayaks to gain control over several timber-rich districts, which had a thriving black economy. Malays later imitated these techniques to stem the tide."
"April 30, 2008","During World War I, Sigmund Freud and his followers held a special symposium in Budapest entitled ""Psycho-Analysis and the War Neuroses."" Their contributions centered on the importance of trying to understand what can cause a soldier to become traumatized in war by investigating the individual factors of each case as opposed to merely the situational factors. Thus by redefining such ambiguous illnesses as shell shock and war strain into the Freudian framework of the traumatic neuroses, they were able to do what the neurologists could not - explain the meaning behind the soldiers' symptoms and treat them with successful results. However, as the programmatic strategy of the symposium led the contributors to focus almost exclusively on the soldier's fear of death as opposed to the anxiety over killing, this paper will explore the few places where killing is discussed in order to attempt to find a place for it within this framework. This investigation will then allow us to better understand the role that factors such as military training, discipline, and patriotism play in mediating the trauma of killing so that we can use such research to find ways to reduce the suffering of soldiers."
"April 30, 2008","While scholars in the United States increasingly focus on the empirical dimension of legal scholarship, there have been challenges in using empiricism to explore international legal issues.  Rather than relying on logic or instinct alone, empirical methodologies can provide scholars with tools to gain new facts, see existing ideas through a different lens, and engage in a more nuanced analysis of international law phenomena. There appears to be a natural synergy between empiricism and international investment treaty dispute resolution. With calls for trade time outs by U.S. presidential candidates, there is interest in how investment treaties function, whether they achieve their goals, and at what cost. Given the implications for public policy, international relations, and allocation of domestic financial resources, empirical assessment of international investment law is not misplaced. This Essay considers the efficacy of using empirical methodologies to gain insights about the resolution of investment treaty disputes and international investment law. Part I considers the historical tensions between international law and empiricism and moves towards reintegration. Part II explores what form empiricism might take and argues for a broad understanding of empiricism. Part III analyzes how to develop an empirical approach in light of the costs and benefits and proposes five steps to facilitate the creation of an empirical research agenda for international investment treaty dispute resolution. While recognizing that empiricism is not a panacea, the Essay suggests that the benefits of making empiricism part of the methodological landscape of investment treaty dispute resolution scholarship are worth the costs. Empiricism offers a chance to obtain accurate information about investment disputes, correct misperceptions about existing dispute resolution processes, permits considered analysis of legal issues affecting the public, and facilitates informed decisions about the negotiation and revision of investment treaties."
"April 30, 2008","The conflictual aspects of ethnic relations will concern us most in this chapter. Until 1998, Indonesia was not among the nations that sprang to mind in studies of ethnic conflict. But when the authoritarian New Order regime collapsed in May 1998, ethnic conflict became the biggest unpleasant surprise for Indonesians aspiring to democracy."
"April 30, 2008","This discussion paper, presented in response to an address to the Centre for Criminal Justice and Human Rights (University College Cork) by Dean John D. Hutson, aims to highlight the role that law and lawyers play in bolstering the U.S. Administration's desired legal interpretations, which in turn legitimate their desired actions even in clear contravention of international law (including jus cogens). The very short discussion document considers this in relation to three categories of lawyering - government lawyering, academic lawyering, and court-based practice."
"April 30, 2008","Central Kalimantan and East Kalimantan provide contrasting case studies that demonstrate, each in their own way, the need to 'disaggregate' our view of the Indonesian state. In Central Kalimantan, the centre stood by while local elites plunged the province into a frenzy of ethnic cleansing. In wealthy East Kalimantan, local elites largely resisted the temptations of ethnic mobilisation and enjoyed the benefits of regional autonomy."
"April 30, 2008","A fundamental issue for economists is what determines civil conflict. One unsettled question is the relative importance of political freedoms versus economic development. This paper takes a new approach to provide an answer by using micro-data based on surveys of revolutionary preferences of 130,000 people living in 61 nations between 1980 and 1997. Controlling for personal characteristics, country and year fixed effects, more freedom and economic growth both reduce revolutionary support. Losing one level of freedom, equivalent to a shift from the US to Turkey, increases support for revolt by 4 percentage points. To reduce support by the same amount requires adding 14 percentage points on to the GDP growth rate. Being Muslim in a free country has no effect on the probability of supporting revolt compared to a non-religious person. However, being Muslim in a country that is not free increases it by 13 percentage points. Being Christian in a free country decreases the chance of supporting revolt by 4 percentage points, compared to a non-religious person, and in a not-free country by 1 percentage point."
"April 29, 2008","The withdrawal (disengagement) from the Gaza strip, including the dismantling of Jewish settlements and evacuation of Jewish settlers, was the main Israeli Government's policy during the years 2004-2005. The Israeli Government voted in favor of the Disengagement, and the Knesset (the Israeli Parliament) ratified the plan by a majority vote. Despite the massive public pressure wielded by the settlers and their supporters, the Disengagement Plan was not submitted for a national referendum, primarily because the referendum is not an accepted procedure in the Israeli representative democracy. Supported by their religious leadership, the settlers and their supporters launched a campaign challenging the evacuation's legitimacy. Attempting to prevent its implementation, they resorted to numerous protest measures, including marches and demonstrations. The purpose of this article is to examine the most important decisions relating to the Disengagement Plan. As it will be shown, the High Court undertook a substantive examination of all the petitions relating to the disengagement. It exercised close and ongoing supervision of the process; it confirmed and legitimized all of the decisions, and was a full and active partner to the Disengagement Plan, defending both its legality and its constitutionality at all stages. Conceivably, another court in another place would have perhaps declined to intervene or even give judicial consideration to this kind of State-political decision, which was also the source of a deep political-public controversy. Not so the Israeli Court, which became a full and senior partner to the entire plan."
"April 29, 2008","Terrorism defies democracy. It poses enormous challenges to a democratic state. Not all means available to fight terrorism are necessarily legal or justifiable and decisions taken might be inconsistent with democratic values. Combating terrorism demands the sensitive assessment of issues and striking a balance between the claims of national security on the one hand and the principles of human rights on the other. In October 2000 the Israeli-Palestinian conflict, which many hoped was coming to an end, entered a new phase. Suicide bombings in Israel and curfews on the West Bank became routine. The new Intifada1 and Israeli military operations in Palestinian cities posed serious questions regarding the balance between the defense of human rights and the security needs of the state at a time of war. Is the collective punishment of an entire city legitimate? Is it permissible to destroy the homes of suicide bombers? What legal instruments, if any, should the Court use to review the actions of the security forces? Should the legal powers of the Israeli Defense Forces  and of other bodies dealing with terrorism be increased? What should the scope of judicial intervention be when dealing with measures used against terrorism?"
"April 29, 2008","A creative and innovative book training to transmit Occidental Rule of Law and Rechtstaat to Arabic Legal culture with a ventured title submitting complete temptation to create an innovative adopted -occidental Rule of Law state in Iraq, as example, and Middle East in general. The book, part from multicultural occidental schools, first the Spanish -French, casing of own academic formation of the author, and comparing with American schools, treating several Rule of Law theorical questions, from the construction of the society, the Rule of Law State, and treating the new pyramidal theory of positivism how it should be, adopted, to Arabic legal culture and scholars."
"April 25, 2008","The International Law Commission (ILC) recently transmitted the Draft Articles on the law of transboundary aquifers (Draft Articles), through the Secretary-General to Governments for comment.  This article looks at the tension between the goal of obtaining an international freshwater treaty and the ILC's work to draft a new legal regime for transboundary aquifers.  The author does not question the vital importance of transboundary aquifers or that they are in need of legal principles for optimal utilization, protection from pollution and sustainability. The issue this paper raises is whether a second international legal instrument for freshwater will further these goals.  In particular, the author examines two issues: 1) the problems associated with bifurcated water laws where groundwater and surface water are governed by different legal regimes cautioning that the problems experienced in these regimes should be avoided for international watercourses and 2) the inclusion of a draft article on sovereignty over transboundary aquifers."
"April 24, 2008","Do legal institutions that limit governmental power promote order in democracies? The worldwide rule of law project is predicated on knowing the answer to this question; however, there is no systematic empirical test of the relationship between legal institutions that constrain arbitrary state power and democratic order. Indeed, the mainstream literature on democratic survival simply ignores the influence of effective legal institutions, focusing instead on sociocultural and macro-economic factors that render individuals vulnerable to government predation on financial assets and violations of physical integrity. Following North, Summerhill and Weingast (2000) we suggest that ensuring the democratic order requires the resolution of a variety of commitment problems over rights, and one way of doing so is through the construction of (or at least the emergence of) legal institutions that constrain state power. Indeed, such institutions should be most useful when states are most at risk to breakdown as a result of unfortunate macro-economic or sociocultural conditions.  We find that effective legal institutions are positively associated with democratic survival and negatively associated with violent political events, two central measures of democratic order. We also find that the effect of effective legal institutions on survival is strongest in socioculturally diverse states."
"April 24, 2008","The main aim of Jeff McMahan's manuscript on the morality of war is to answer the question: why and accordingly when is it justified or permissible to kill people in war? However, McMahan argues that the same principles apply to individual actions and to war. McMahan rejects all doctrines of collective responsibility and liability. His claim is that every individual is liable for what he has done and not for the actions of others - even if both are part of the same collective. Accordingly, McMahan challenges the common view that it is much easier to justify killing in war compared to killing in other contexts. Therefore, the scope of his project exceeds the context of war and extends to interpersonal conflicts between individuals that do not qualify as war. Many of McMahan's main claims are appealing. Particularly, appealing is his rejection of the collectivist account of war. Indeed, it seems that the simple story according to which people are responsible solely for their actions - rather than (also) to the actions of others - should be held on until a different, more complex, account of collective responsibility is put forward and its plausibility is explained. Therefore, the article focuses on the general principles advocated by McMahan with regard to the resolution of all interpersonal conflicts: Whether these conflicts are small scale or large scale (that is, whether few or a many people are involved in the conflict), and within the latter category of conflicts involving many people, whether these conflicts qualify as war (according to some standard) or not."
"April 23, 2008","Since the devastating terrorist events of September 11, 2001 and the bombing of the Sari Nightclub in Bali, measures have been taken to minimise the terrorist threat in each Australian jurisdiction. The commonwealth has responded to this threat by amending the federal offence of treason and increasing the power of intelligence authorities to apprehend, investigate and detain persons suspected of terrorism. The states have responded by mirroring certain commonwealth provisions in addition to increasing the stop and search powers of the police. Apart from entering into a collaborative agreement to minimise the terrorist threat, each jurisdiction has encouraged individuals to complement government initiatives by acting prudentially to report any suspicious behaviour leading to a potential terrorist incident. This article explores the legislative response to terrorism following September 11, 2001, arguing that the very nature and threat which terrorism imposes on the stability of Nation States goes to their failings as institutions of consolidated government and control. Focusing on the Foucauldian critique of the State, this article assesses the nature of the terrorist threat, explaining how this threat undermines the traditional defence mechanisms of the Nation State and how, as a response to this failing, the State is left with little choice but to impede, suppress or otherwise utilise the liberty of the individual."
"April 22, 2008","The main purpose of this article is to explore the role that informal organisations play in the legitimisation of regime change and the failure of key modern theories of globalisation and international relations (I.R.) to fully accredit the centrality of civic groups as agents of change. Following this, we use constructivist methodology in explaining gradual shifts in ideological mindsets and the socio-political aspirations. Briefly reviewing current events, this paper appraises the significance of unauthorised dissident movements, and their involvement in the proliferation of prominent trends, such as democratisation and terrorism."
"April 22, 2008","Scriven (1994) states that some existing procedures for the summative ex-ante evaluation of the effects of strategic development programs are erroneous. This paper studies the problem using a standard matrix approach (Leopold, 1971; Ekins and Medhurst, 2003) to the evaluation of the development programme for the Slovene region of Pomurje (RDPP) as a case study. It is assumed that summation of diverse policy impacts is a complex task, since it is possible to make conflicting assessments due to: (i) incommensurable scopes of operation (I-scopes: economic, social, human, ecological) and concurrently (ii) incommensurable scales with which they are assessed (I-scales: micro, meso, macro). Three matrix assessment approaches are compared that apply different summative techniques in synthesising detailed expert assessments of individual policy measure's impacts. The first, Leopold matrix is detailed and conceived on the micro-scale and does not permit summation of individual impacts into aggregate impact to avoid mixing incomensurabilities. Ekins and Medhurst (2003) proposed vertically and horizontally reduced matrix where columns are condensed on the four main I-scopes only; then they allowed for vertical aggregation of all policy impacts represented in rows of their matrix on each particular I-scope. However, this macro-summation approach is unappropriate, as the effects of individual policy measures on each I-scope are not homogenous (Rotmans, 2006), and therefore can only be aggregated by source and area of impact, i.e. partially. Their summative procedure has been thus demoted into a square Leontief matrix (1970) of I-scopes that presents the RDPP in the meso-perspective. This introduces I-scales to the evaluation. From a meso-matrix view I-scopes are evident at the micro-scale as conditionally substitutive, incommensurable at the meso-scale, while complementary at the macro-scale. The proposed summative procedure retains three types of development conflict intact for study: exclusion at the macro-scale, legitimate conflicts at the meso-scale, and transaction conflicts at the micro-scale. The paper concludes that an appropriate summative evaluation of strategic policy intervention is a condition for correctly diagnosing the nature of development conflicts, which is a condition not only for politically relevant but equally for independent and neutral strategic policy evaluation."
"April 21, 2008","In Central America, legislation aiming to reduce violence and crime has become an important topic in the security debate. Focusing on Costa Rica, El Salvador, and Nicaragua, this paper analyzes laws and other legal texts regarding the trade in and consumption of drugs on the one hand, and gender-related violence on the other. It shows how the content and the wording of legal texts contribute to the social construction of stereotyped offenders, such as youth gang members, drug users, or foreign nationals. The legal texts in Costa Rica, El Salvador, and Nicaragua reflect both the hegemonic and the counter-discursive influences on each country's legal discourse."
